nama_mobil,kondisi,harga,tahun_kendaraan,kilometer,warna,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,daerah,transmisi
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 KIA EV6 0.0 GT-Line Wagon,Mobil Bekas,Rp 875.000.000,2023.0,15 - 20K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 215.000.000,2022.0,15 - 20K km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 635.000.000,2023.0,10 - 15K km,Abu-abu,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback AT  Galaxi Blue - LOW KM 7RIBU ASLI SUPER ANTIK - PERFECT CONDITION - LIKE NEW - READY TO USE,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback KM 100 PERAK,Mobil Bekas,Rp 219.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback putih km 4 ribuan bebas ganjil genap,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback DP 9JT LOW KM.4RB (Hingga 300KM) LIKE NEW & PAJAK PANJANG DP 15JT #FAST,Mobil Bekas,Rp 207.000.000,2022.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback  DP 19JT LOW KM.4RB (Hingga 300KM) LIKE NEW & PAJAK PANJANG DP 15JT #FAST,Mobil Bekas,Rp 207.000.000,2022.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 219.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback DP 9JT LOW KM.4RB (Hingga 300KM) LIKE NEW & PAJAK PANJANG#FAST,Mobil Bekas,Rp 207.000.000,2022.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback DP 9JT LOW KM.4RB (Hingga 300KM) LIKE NEW & PAJAK PANJANG #FAST,Mobil Bekas,Rp 207.000.000,2022.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback DP 9JT LOW KM.4RB (Hingga 300KM) LIKE NEW & PAJAK PANJANG #FAST,Mobil Bekas,Rp 207.000.000,2022.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 KIA EV6 0.0 GT-Line Wagon hitam km 1 ribuan cash kredit proses bisa dibantu,Mobil Bekas,Rp 1.050.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback Wuling Air EV Long Range Matic 2022,Mobil Bekas,Rp 220.000.000,2022.0,0 - 5K km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Sumatera Utara,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback AT Pristine White - LOW KM 4RIBU ASLI SUPER ANTIK - PERFECT CONDITION - LIKE NEW - READY TO USE,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback AT Galaxi Blue (UNIT BARU TIDAK JADI PAKAI) - LOW KM 100 PERAK ASLI SUPER ANTIK - PERFECT CONDITION,Mobil Bekas,Rp 219.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback biru km 7 ribuan cash kredit proses bisa dibantu,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2021 Tesla Model 3 0.0 Standard Range Plus Sedan,Mobil Bekas,Rp 985.000.000,2021.0,0 - 5K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Charging Pile Hatchback,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Charging Pile Hatchback,Mobil Bekas,Rp 219.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 KIA EV6 0.0 GT-Line Wagon Listrik Antik,Mobil Bekas,Rp 1.050.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 198.000.000,2023.0,5 - 10K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2021 Hyundai Kona 0.0 Signature Wagon PROMO SAMBUT LEBARAN DP MURAH GRATIS TEST DRIVE HOME,Mobil Bekas,Rp 355.000.000,2021.0,50 - 55K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback Low KM Seperti Baru,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Barat,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback Dijamin Kondisi Seperti Baru,Mobil Bekas,Rp 219.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback Low Km Like New Modif,Mobil Bekas,Rp 209.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Standard Range Hatchback,Mobil Bekas,Rp 185.000.000,2022.0,5 - 10K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Kalimantan Barat,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback SECOND RASA BARU,Mobil Bekas,Rp 199.000.000,2022.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback,Mobil Bekas,Rp 225.000.000,2022.0,0 - 5K km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Timur,Automatic
2023 BMW iX 0.0 xDrive40 Sport Wagon Electric White on Black xDrive Putih,Mobil Bekas,Rp 1.650.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV Air ev Long Range Hatchback,Mobil Bekas,Rp 200.000.000,2022.0,0 - 5K km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2022 Genesis G80 Electric km 3rb,Mobil Bekas,Rp 1.495.000.000,2022.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 685.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2021 Nissan Leaf 0.0 Hatchback,Mobil Bekas,Rp 550.000.000,2021.0,5 - 10K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Lexus UX300e  null null (TDP 0 Rupiah) Lexus UX300e 2023 Electric Listrik Ux300 Ux 300 2022,Mobil Bekas,Rp 935.000.000,2022.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 215.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2023 Wuling EV 0.0 Air ev Long Range Hatchback, Like New, KM Low",Mobil Bekas,Rp 210.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2022 Hyundai Creta prime 1.5 at,Mobil Bekas,Rp 328.000.000,2022.0,21000 km,Merah,cc,Electric,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2014 Tesla Model S 0.0 P85+ Sedan,Mobil Bekas,Rp 1.250.000.000,2014.0,10 - 15K km,Biru,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
"2023 Hyundai IONIQ 5 ,0 Long Range Signature Wagon",Mobil Bekas,Rp 680.000.000,2023.0,3601 km,Hitam,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 195.000.000,2022.0,9000 km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 204.900.000,2023.0,800 km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 212.000.000,2022.0,11000 km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Timur,Automatic
TERLARIS! PROMO EX KTT 2023 BMW iX .0 xDrive40 Sport Wagon,Mobil Bekas,Rp 1.800.000.000,2023.0,1600 km,Biru,cc,Electric,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
"WARNA SPECIAL, UNIT SPECIAL, HARGA SPECIAL! 2023 BMW iX .0 xDrive40 Sport Wagon",Mobil Bekas,Rp 1.800.000.000,2023.0,3200 km,Abu-abu,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
JADILAH IRON MAN! EV TERBAIK DAN TERLARIS 2023 BMW iX xDrive40 Sport Wagon,Mobil Bekas,Rp 1.750.000.000,2023.0,2000 km,Marun,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
DISKON 500 JUTA DARI PL BARU! INI PASTI LEBIH MENARIK. 2023 BMW iX .0 xDrive40 Sport Wagon,Mobil Bekas,Rp 1.979.000.000,2023.0,3000 km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
BUKAN SEMBARANG MOBIL LISTRIK! DENGAN HARGA LEBIH HEMAT?? 2023 BMW iX xDrive40 Sport Wagon,Mobil Bekas,Rp 1.750.000.000,2023.0,7000 km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2023 Mercedes-Benz EQE 350+ 0.0 Electric Art Line Sedan,Mobil Bekas,Rp 1.900.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 195.000.000,2022.0,25 - 30K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 184.500.000,2022.0,10 - 15K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 220.000.000,2023.0,0 - 5K km,Lainnya,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"ODO 1.500 Mls NIK 2021 Porsche Taycan ,0 4S Performance Battery Electric not 911 carrera s coupe 2022",Mobil Bekas,Rp 2.950.000.000,2021.0,2500 km,Merah,cc,Electric,Complete Built Up (CBU),4.0,4.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 6 0.0 Signature Long Range Sedan,Mobil Bekas,Rp 1.050.000.000,2023.0,5 - 10K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
"2023 BMW iX 0.0 xDrive40 Sport Wagon iX TERMURAH SE MOBIL 123, CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIF",Mobil Bekas,Rp 1.850.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling AIREV 230R EV Long Range Charging Pile Hatchback,Mobil Bekas,Rp 200.000.000,2022.0,19000 km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Barat,Automatic
2023 BMW iX 0.0 xDrive40 Sport Wagon iX PALING MURAH SE MOBIL 123 CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CER,Mobil Bekas,Rp 1.850.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 BMW iX 0.0 xDrive40 Sport Wagon TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM S,Mobil Bekas,Rp 1.850.000.000,2023.0,0 - 5K km,Abu-abu,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 BMW iX 0.0 xDrive40 Sport Wagon  TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM,Mobil Bekas,Rp 1.700.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Charging Pile Hatchback Pajak Panjang,Mobil Bekas,Rp 220.000.000,2023.0,0 - 5K km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2022 Hyundai IONIQ 5 .0 Long Range Signature Wagon,Mobil Bekas,Rp 635.000.000,2022.0,17000 km,Putih,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 233.000.000,2022.0,725 km,Hijau,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 BMW iX 0.0 xDrive40 Sport Wagon TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM S,Mobil Bekas,Rp 1.750.000.000,2023.0,0 - 5K km,Merah,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Hyundai IONIQ 0.0 Electric Signature Fastback,Mobil Bekas,Rp 550.000.000,2021.0,35 - 40K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2021 Hyundai Kona 0.0 Signature Wagon (LOW KM LIKE NEW),Mobil Bekas,Rp 395.000.000,2021.0,30 - 35K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Porsche Taycan 4S Performance Battery Sedan (HIGH-SPEC),Mobil Bekas,Rp 3.450.000.000,2021.0,5 - 10K km,Putih,cc,Electric,Complete Built Up (CBU),4.0,4.0,DKI Jakarta,Automatic
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 240.000.000,2023.0,1000 km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 250.000.000,2023.0,15 - 20K km,Hijau,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Sumatera Barat,Automatic
2024 Chery Omoda E5 0.0 EV Wagon,Mobil Bekas,Rp 499.000.000,2024.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV Air ev Long Range Hatchback,Mobil Bekas,Rp 220.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Barat,Automatic
2019 Tesla Model X 0.0 75D Wagon Long Range Black Midnight Blue Sticker Hitam,Mobil Bekas,Rp 2.650.000.000,2019.0,5 - 10K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Tesla Model 3 0.0 Standard Range Plus Sedan White on Black Facelift Putih,Mobil Bekas,Rp 1.075.000.000,2021.0,5 - 10K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2021 Porsche Taycan 0.0 4S Sedan Electric Black on Beige Stiker Merah ATPM Listrik,Mobil Bekas,Rp 3.650.000.000,2021.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),4.0,4.0,DKI Jakarta,Automatic
2021 Tesla Model 3 0.0 Standard Range Plus Sedan White on Ivory Facelift Putih,Mobil Bekas,Rp 1.350.000.000,2021.0,0 - 5K km,Putih,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback Mobil Listrik Murah,Mobil Bekas,Rp 205.000.000,2022.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2021 Tesla Model 3 ,0 Standard Range Plus Sedan",Mobil Bekas,Rp 985.000.000,2021.0,1000 km,Putih,cc,Electric,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
"2020 Porsche Taycan ,0 4S Performance Battery Sedan",Mobil Bekas,Rp 2.750.000.000,2020.0,4000 km,Biru,cc,Electric,Complete Built Up (CBU),4.0,4.0,DKI Jakarta,Automatic
2021 Hyundai Kona 0.0 Signature Wagon Cicilan Mobil Murah,Mobil Bekas,Rp 355.000.000,2021.0,50 - 55K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 650.000.000,2023.0,0 - 5K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 198.000.000,2022.0,5 - 10K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Nik2023 Silver Matte On Black Panoramic Sunroof PBD Km8000 #AUTOHIGH #BEST DEAL,Mobil Bekas,Rp 660.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Nik2023 Silver Matte On Black Panoramic Sunroof PBD Km8000 #AUTOHIGH #BEST DEAL,Mobil Bekas,Rp 660.000.000,2023.0,8000 km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Nik2023 Silver Matte On Black Panoramic Sunroof PBD Km8000 #AUTOHIGH #BEST DEAL,Mobil Bekas,Rp 660.000.000,2023.0,8000 km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Hyundai IONIQ 0.0 Electric Signature Fastback,Mobil Bekas,Rp 625.000.000,2022.0,45 - 50K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 660.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Silver TOTAL DP RINGAN 90JT Km Super Low PAJAK PANJANG Bagasi PBD Battery Long Range Harga Nego,Mobil Bekas,Rp 675.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2020 Hyundai Kona 0.0 Signature Wagon EV Electric White On Black Km40rb Record Sunroof Exclusive Ex.Fitra Eri & Motomobi #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 345.000.000,2020.0,41000 km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2020 Hyundai Kona 0.0 Signature Wagon EV Electric White On Black Km40rb Record Sunroof Exclusive Ex.Fitra Eri & Motomobi #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 345.000.000,2020.0,41000 km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2020 Hyundai Kona 0.0 Signature Wagon EV Electric White On Black Km40rb Record Sunroof Exclusive Ex.Fitra Eri & Motomobi #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 345.000.000,2020.0,41000 km,Putih,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Volkswagen ID. Buzz 0.0 Pro Life 1st Edition Van Wagon,Mobil Bekas,Rp 1.900.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Built Up (CBU),5.0,5.0,Jawa Tengah,Automatic
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 182.000.000,2022.0,7000 km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Hyundai Ioniq 5 Long Range Signature AT Silver,Mobil Bekas,Rp 645.000.000,2023.0,9000 km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon silver km 9 rban pajak panjang tangan pertama dari baru,Mobil Bekas,Rp 645.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV .0 Air ev Long Range Hatchback,Mobil Bekas,Rp 215.000.000,2023.0,7000 km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Jawa Timur,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 645.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Mobil Bekas,Rp 645.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2021 Hyundai Kona 0.0 Signature Wagon, EV Listrik, KM 49k,",Mobil Bekas,Rp 379.000.000,2021.0,45 - 50K km,Abu-abu,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback km 2000 perak,Mobil Bekas,Rp 210.000.000,2023.0,0 - 5K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon, abu, KM 9rb, pjk April 2025",Mobil Bekas,Rp 635.000.000,2023.0,5 - 10K km,Abu-abu,cc,Electric,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 205.000.000,2023.0,15600 km,Kuning,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon KM 9RB,Mobil Bekas,Rp 645.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Like New Condition Low Km,Mobil Bekas,Rp 645.000.000,2023.0,5 - 10K km,Silver,cc,Electric,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2022 Wuling EV 0.0 Air ev Long Range Hatchback - Pemakaian 2023, Pajak super panjang, Tangan pertama dari baru",Mobil Bekas,Rp 193.000.000,2022.0,5 - 10K km,Putih,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Mobil Bekas,Rp 185.000.000,2022.0,3552 km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,DKI Jakarta,Automatic
"2021 Hyundai Kona ,0 Signature Wagon",Mobil Bekas,Rp 355.000.000,2021.0,53515 km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 BMW i4 0.0 eDrive40 M Sport Gran Coupe,Mobil Bekas,Rp 1.499.000.000,2023.0,0 - 5K km,Hitam,cc,Electric,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Mobil Bekas,Rp 185.000.000,2023.0,0 - 5K km,Biru,cc,Electric,Complete Knock Down (CKD),4.0,3.0,Banten,Automatic
2023 MINI Cooper 0.0 S Electric Resolute Edition Hatchback,Mobil Bekas,Rp 850.000.000,2023.0,100 km,Hijau,cc,Electric,Complete Built Up (CBU),4.0,3.0,DKI Jakarta,Automatic
