Title,Harga,Kondisi,Tahun Kendaraan,Kilometer,Warna,Cakupan mesin,Transmisi,Penumpang,Pintu,Dirakit,Tipe Bahan Bakar
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 685.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2021 Nissan Leaf 0.0 Hatchback,Rp 550.000.000,Mobil Bekas,2021,5 - 10K km,Putih,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2022 Lexus UX300e  null null (TDP 0 Rupiah) Lexus UX300e 2023 Electric Listrik Ux300 Ux 300 2022,Rp 935.000.000,Mobil Bekas,2022,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2023 Wuling EV 0.0 Air ev Long Range Hatchback, Like New, KM Low",Rp 210.000.000,Mobil Bekas,2023,0 - 5K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Hyundai Creta prime 1.5 at,Rp 328.000.000,Mobil Bekas,2022,21000 km,Merah,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2014 Tesla Model S 0.0 P85+ Sedan,Rp 1.250.000.000,Mobil Bekas,2014,10 - 15K km,Biru,cc,Automatic,5,4,Complete Built Up (CBU),Electric
"2023 Hyundai IONIQ 5 ,0 Long Range Signature Wagon",Rp 680.000.000,Mobil Bekas,2023,3601 km,Hitam,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 195.000.000,Mobil Bekas,2022,9000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Rp 204.900.000,Mobil Bekas,2023,800 km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 212.000.000,Mobil Bekas,2022,11000 km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
TERLARIS! PROMO EX KTT 2023 BMW iX .0 xDrive40 Sport Wagon,Rp 1.800.000.000,Mobil Bekas,2023,1600 km,Biru,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"WARNA SPECIAL, UNIT SPECIAL, HARGA SPECIAL! 2023 BMW iX .0 xDrive40 Sport Wagon",Rp 1.800.000.000,Mobil Bekas,2023,3200 km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
JADILAH IRON MAN! EV TERBAIK DAN TERLARIS 2023 BMW iX xDrive40 Sport Wagon,Rp 1.750.000.000,Mobil Bekas,2023,2000 km,Marun,cc,Automatic,5,5,Complete Built Up (CBU),Electric
DISKON 500 JUTA DARI PL BARU! INI PASTI LEBIH MENARIK. 2023 BMW iX .0 xDrive40 Sport Wagon,Rp 1.979.000.000,Mobil Bekas,2023,3000 km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
BUKAN SEMBARANG MOBIL LISTRIK! DENGAN HARGA LEBIH HEMAT?? 2023 BMW iX xDrive40 Sport Wagon,Rp 1.750.000.000,Mobil Bekas,2023,7000 km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Mercedes-Benz EQE 350+ 0.0 Electric Art Line Sedan,Rp 1.900.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 195.000.000,Mobil Bekas,2022,25 - 30K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 184.500.000,Mobil Bekas,2022,10 - 15K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 220.000.000,Mobil Bekas,2023,0 - 5K km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"ODO 1.500 Mls NIK 2021 Porsche Taycan ,0 4S Performance Battery Electric not 911 carrera s coupe 2022",Rp 2.950.000.000,Mobil Bekas,2021,2500 km,Merah,cc,Automatic,4,4,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 6 0.0 Signature Long Range Sedan,Rp 1.050.000.000,Mobil Bekas,2023,5 - 10K km,Putih,cc,Automatic,5,4,Complete Built Up (CBU),Electric
"2023 BMW iX 0.0 xDrive40 Sport Wagon iX TERMURAH SE MOBIL 123, CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIF",Rp 1.850.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2022 Wuling AIREV 230R EV Long Range Charging Pile Hatchback,Rp 200.000.000,Mobil Bekas,2022,19000 km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 BMW iX 0.0 xDrive40 Sport Wagon iX PALING MURAH SE MOBIL 123 CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CER,Rp 1.850.000.000,Mobil Bekas,2023,0 - 5K km,Putih,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 BMW iX 0.0 xDrive40 Sport Wagon TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM S,Rp 1.850.000.000,Mobil Bekas,2023,0 - 5K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 BMW iX 0.0 xDrive40 Sport Wagon  TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM,Rp 1.700.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Wuling EV 0.0 Air ev Long Range Charging Pile Hatchback Pajak Panjang,Rp 220.000.000,Mobil Bekas,2023,0 - 5K km,Kuning,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Hyundai IONIQ 5 .0 Long Range Signature Wagon,Rp 635.000.000,Mobil Bekas,2022,17000 km,Putih,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 233.000.000,Mobil Bekas,2022,725 km,Hijau,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 BMW iX 0.0 xDrive40 Sport Wagon TERMURAH CASH/CREDIT HARGA SAMA MOBIL BEKAS DENGAN BUNGA MOBIL BARU TERMURAH SE-INDONESIA CERTIFIED BMW PREMIUM S,Rp 1.750.000.000,Mobil Bekas,2023,0 - 5K km,Merah,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2021 Hyundai IONIQ 0.0 Electric Signature Fastback,Rp 550.000.000,Mobil Bekas,2021,35 - 40K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2021 Hyundai Kona 0.0 Signature Wagon (LOW KM LIKE NEW),Rp 395.000.000,Mobil Bekas,2021,30 - 35K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2021 Porsche Taycan 4S Performance Battery Sedan (HIGH-SPEC),Rp 3.450.000.000,Mobil Bekas,2021,5 - 10K km,Putih,cc,Automatic,4,4,Complete Built Up (CBU),Electric
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Rp 240.000.000,Mobil Bekas,2023,1000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 250.000.000,Mobil Bekas,2023,15 - 20K km,Hijau,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2024 Chery Omoda E5 0.0 EV Wagon,Rp 499.000.000,Mobil Bekas,2024,0 - 5K km,Putih,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV Air ev Long Range Hatchback,Rp 220.000.000,Mobil Bekas,2022,5 - 10K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2019 Tesla Model X 0.0 75D Wagon Long Range Black Midnight Blue Sticker Hitam,Rp 2.650.000.000,Mobil Bekas,2019,5 - 10K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2021 Tesla Model 3 0.0 Standard Range Plus Sedan White on Black Facelift Putih,Rp 1.075.000.000,Mobil Bekas,2021,5 - 10K km,Putih,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2021 Porsche Taycan 0.0 4S Sedan Electric Black on Beige Stiker Merah ATPM Listrik,Rp 3.650.000.000,Mobil Bekas,2021,0 - 5K km,Hitam,cc,Automatic,4,4,Complete Built Up (CBU),Electric
2021 Tesla Model 3 0.0 Standard Range Plus Sedan White on Ivory Facelift Putih,Rp 1.350.000.000,Mobil Bekas,2021,0 - 5K km,Putih,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback Mobil Listrik Murah,Rp 205.000.000,Mobil Bekas,2022,0 - 5K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2021 Tesla Model 3 ,0 Standard Range Plus Sedan",Rp 985.000.000,Mobil Bekas,2021,1000 km,Putih,cc,Automatic,5,4,Complete Built Up (CBU),Electric
"2020 Porsche Taycan ,0 4S Performance Battery Sedan",Rp 2.750.000.000,Mobil Bekas,2020,4000 km,Biru,cc,Automatic,4,4,Complete Built Up (CBU),Electric
2021 Hyundai Kona 0.0 Signature Wagon Cicilan Mobil Murah,Rp 355.000.000,Mobil Bekas,2021,50 - 55K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 650.000.000,Mobil Bekas,2023,0 - 5K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Nik2023 Silver Matte On Black Panoramic Sunroof PBD Km8000 #AUTOHIGH #BEST DEAL,Rp 660.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Nik2023 Silver Matte On Black Panoramic Sunroof PBD Km8000 #AUTOHIGH #BEST DEAL,Rp 660.000.000,Mobil Bekas,2023,8000 km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Hyundai IONIQ 0.0 Electric Signature Fastback,Rp 625.000.000,Mobil Bekas,2022,45 - 50K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 660.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Silver TOTAL DP RINGAN 90JT Km Super Low PAJAK PANJANG Bagasi PBD Battery Long Range Harga Nego,Rp 675.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2020 Hyundai Kona 0.0 Signature Wagon EV Electric White On Black Km40rb Record Sunroof Exclusive Ex.Fitra Eri & Motomobi #AUTOHIGH #BEST OFFER,Rp 345.000.000,Mobil Bekas,2020,41000 km,Putih,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Volkswagen ID. Buzz 0.0 Pro Life 1st Edition Van Wagon,Rp 1.900.000.000,Mobil Bekas,2023,0 - 5K km,Biru,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 182.000.000,Mobil Bekas,2022,7000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai Ioniq 5 Long Range Signature AT Silver,Rp 645.000.000,Mobil Bekas,2023,9000 km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon silver km 9 rban pajak panjang tangan pertama dari baru,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Wuling EV .0 Air ev Long Range Hatchback,Rp 215.000.000,Mobil Bekas,2023,7000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2021 Hyundai Kona 0.0 Signature Wagon, EV Listrik, KM 49k,",Rp 379.000.000,Mobil Bekas,2021,45 - 50K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback km 2000 perak,Rp 210.000.000,Mobil Bekas,2023,0 - 5K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon, abu, KM 9rb, pjk April 2025",Rp 635.000.000,Mobil Bekas,2023,5 - 10K km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Rp 205.000.000,Mobil Bekas,2023,15600 km,Kuning,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon KM 9RB,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Like New Condition Low Km,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2022 Wuling EV 0.0 Air ev Long Range Hatchback - Pemakaian 2023, Pajak super panjang, Tangan pertama dari baru",Rp 193.000.000,Mobil Bekas,2022,5 - 10K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 185.000.000,Mobil Bekas,2022,3552 km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2021 Hyundai Kona ,0 Signature Wagon",Rp 355.000.000,Mobil Bekas,2021,53515 km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 BMW i4 0.0 eDrive40 M Sport Gran Coupe,Rp 1.499.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 185.000.000,Mobil Bekas,2023,0 - 5K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 MINI Cooper 0.0 S Electric Resolute Edition Hatchback,Rp 850.000.000,Mobil Bekas,2023,100 km,Hijau,cc,Automatic,4,3,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Hyundai Kona 0.0 Signature Wagon,Rp 422.000.000,Mobil Bekas,2022,15 - 20K km,Merah,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2022 Hyundai Kona 0.0 Signature Wagon,Rp 422.000.000,Mobil Bekas,2022,5 - 10K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 198.000.000,Mobil Bekas,2022,10 - 15K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Rp 195.000.000,Mobil Bekas,2023,2000 km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback OBRAL TERMURAH TERMURAH,Rp 185.500.000,Mobil Bekas,2022,10 - 15K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 BMW i7 0.0 xDrive60 Gran Lusso Sedan,Rp 2.919.000.000,Mobil Bekas,2023,0 - 5K km,Abu-abu,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2023 BMW i4 0.0 eDrive40 M Sport Gran Coupe,Rp 1.499.000.000,Mobil Bekas,2023,0 - 5K km,Biru,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2023 BMW i4 0.0 eDrive40 M Sport Gran Coupe Langsung Nama, Km 4.500",Rp 1.499.000.000,Mobil Bekas,2023,0 - 5K km,Marun,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 BMW i4 0.0 eDrive40 M Sport Gran Coupe,Rp 1.499.000.000,Mobil Bekas,2023,5 - 10K km,Marun,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 BMW iX 0.0 xDrive40 Sport Wagon,Rp 1.799.000.000,Mobil Bekas,2023,5 - 10K km,Putih,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon EV AT Magnetic Silver - Low KM9rb - RECORD,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 185.000.000,Mobil Bekas,2022,11000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback like new Km 2rb,Rp 198.000.000,Mobil Bekas,2022,2000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 KIA EV6 0.0 GT-Line Wagon Crossover SUV Compact AWD AT Aurora Black Pearl - Low KM1rb - RECORD,Rp 1.050.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback AT Galaxi Blue - Low KM7rb - RECORD,Rp 209.000.000,Mobil Bekas,2022,5 - 10K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback AT Galaxi Blue - Low KM100 Perak,Rp 219.000.000,Mobil Bekas,2023,0 - 5K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback AT Pristine White - Low KM4rb - RECORD,Rp 215.000.000,Mobil Bekas,2023,0 - 5K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2022 Wuling EV ,0 Air ev Long Range Hatchback",Rp 185.000.000,Mobil Bekas,2022,6000 km,Hijau,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"Wuling EV Air ev Long Range 2022 Putih, KM 10rb",Rp 188.000.000,Mobil Bekas,2022,10000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Reg.2024 Titan Grey On Black Km5000 Antik Panoramic PBD #AUTOHIGH #BEST OFFER,Rp 660.000.000,Mobil Bekas,2023,0 - 5K km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon Reg.2024 Titan Grey On Black Km5000 Antik Panoramic PBD #AUTOHIGH #BEST OFFER,Rp 660.000.000,Mobil Bekas,2023,5000 km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2021 Hyundai IONIQ 0.0 Electric Signature Fastback long-range-km34rb-hyundai-ioniq-electric-signature-long-range-2021,Rp 450.000.000,Mobil Bekas,2021,30 - 35K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2021 Hyundai Kona 0.0 Signature Wagon listrik-tdp57jt-hyundai-kona-ev-2021-hyundai-kona-listrik-2021,Rp 379.000.000,Mobil Bekas,2021,45 - 50K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon signature-long-range-listrik-hyundai-ioniq-5-signature-long-range-2023,Rp 635.000.000,Mobil Bekas,2023,5 - 10K km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Hyundai IONIQ 5 0.0 Long Range Signature Wagon long-range-bunga55-km15k-hyundai-ioniq-5-signature-long-range-2022,Rp 620.000.000,Mobil Bekas,2022,10 - 15K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 195.000.000,Mobil Bekas,2023,0 - 5K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon silver kilometer 9ribuan pajak panjang,Rp 645.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2023 Mercedes-Benz EQE 350+ 0.0 Electric Art Line Sedan,Rp 1.950.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,4,Complete Built Up (CBU),Electric
"2023 Wuling EV ,0 Air ev Long Range Hatchback",Rp 215.000.000,Mobil Bekas,2023,9000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback,Rp 195.000.000,Mobil Bekas,2022,5 - 10K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
HYUNDAI IONIQ 5 LONG RANGE SIGNATURE 2023/2024 TITAN GREY ON BLACK TDP 65JT,Rp 660.000.000,Mobil Bekas,2023,5000 km,Abu-abu,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
( TDP 25jt ) Wuling Air EV Charging Pile Long Range 30KW AT 2023 Hijau Muda Kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #kawanmobilbekas,Rp 219.000.000,Mobil Bekas,2023,6000 km,Hijau,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2023 Hyundai IONIQ 5 ,0 Long Range Signature Wagon",Rp 680.000.000,Mobil Bekas,2023,3600 km,Hitam,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback TERMURAHHHHHH ISTIMEWA TERAWAT SIAP PAKAI,Rp 185.500.000,Mobil Bekas,2022,10 - 15K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
(KM12000)WULING AIR EV LONG RANGE 2023 NIK 2022 ISTIMEWA,Rp 176.000.000,Mobil Bekas,2022,12000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"( TDP 10jt ) Wuling EV ,0 Air ev Long Range Hatchback 2023 Merah muda Kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #Kawanmobilbekas",Rp 200.000.000,Mobil Bekas,2023,5000 km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 MINI Cooper 0.0 S Electric Level 3 Hatchback,Rp 825.000.000,Mobil Bekas,2022,0 - 5K km,Hitam,cc,Automatic,4,3,Complete Built Up (CBU),Electric
2023 Mercedes-Benz EQE 350+ 0.0 Electric Art Line Sedan,Rp 1.899.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 194.000.000,Mobil Bekas,2022,25 - 30K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Nissan Leaf 0.0 Hatchback,Rp 395.000.000,Mobil Bekas,2022,15 - 20K km,Putih,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2023 BMW i4 ,0 eDrive40 M Sport Gran Coupe",Rp 1.600.000.000,Mobil Bekas,2023,7000 km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2022 Hyundai IONIQ 5 0.0 Long Range Signature Wagon LISTRIK, NIK 2022,GANJIL,pajak November 2024,a/n Perorangan,km 15K RECORD",Rp 620.000.000,Mobil Bekas,2022,10 - 15K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV Air ev Long Range Low Km Hatchback,Rp 228.000.000,Mobil Bekas,2022,700 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 680.000.000,Mobil Bekas,2023,15 - 20K km,Hitam,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Charging Pile Long Range Hatchback,Rp 182.000.000,Mobil Bekas,2022,5 - 10K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 215.000.005,Mobil Bekas,2022,0 - 5K km,Biru,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 197.000.000,Mobil Bekas,2022,15 - 20K km,Emas,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback ISTIMEWA TERAWAT SIAP PAKAI,Rp 184.500.000,Mobil Bekas,2022,10 - 15K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2023 Lexus RZ450e 0.0 Luxury Wagon,Rp 1.795.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2023 Hyundai IONIQ 5 ,0 Long Range Signature Wagon",Rp 645.000.000,Mobil Bekas,2023,9000 km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Tesla Model 3 0.0 Standard Range Plus Sedan,Rp 799.000.000,Mobil Bekas,2022,5 - 10K km,Putih,cc,Automatic,5,4,Complete Built Up (CBU),Electric
2020 Hyundai Kona 0.0 Signature Wagon,Rp 390.000.000,Mobil Bekas,2020,30 - 35K km,Hitam,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2023 Hyundai IONIQ 5 0.0 Long Range Signature Wagon, Low Km, Perfect Condition",Rp 690.000.000,Mobil Bekas,2023,5 - 10K km,Silver,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback Low KM 8 ribu. Siap Proses Kredit DP Minim,Rp 220.000.000,Mobil Bekas,2022,0 - 5K km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Hyundai IONIQ 5 0.0 Long Range Signature Wagon,Rp 589.999.999,Mobil Bekas,2022,15 - 20K km,Putih,cc,Automatic,5,5,Complete Knock Down (CKD),Electric
2022 Wuling EV Air ev Long Range,Rp 192.000.000,Mobil Bekas,2022,15000 km,Putih,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV 0.0 Air ev Long Range Hatchback,Rp 213.000.000,Mobil Bekas,2022,10 - 15K km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
2022 Wuling EV .0 Air ev Charging Pile Long Range Hatchback,Rp 192.000.000,Mobil Bekas,2022,9000 km,Lainnya,cc,Automatic,4,3,Complete Knock Down (CKD),Electric
"2021 Hyundai IONIQ 0.0 Electric Signature Fastback Sunroof,Sedan,NIK 2021,GENAP,pajak November 2024,km 34K RECORD",Rp 450.000.000,Mobil Bekas,2021,30 - 35K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
"2021 Hyundai Kona 0.0 Signature Wagon Electric Listrik,NIK 2021,Free Wall Charging,GENAP,pajak APRIL 2025,km 46K RECORD",Rp 379.000.000,Mobil Bekas,2021,45 - 50K km,Abu-abu,cc,Automatic,5,5,Complete Built Up (CBU),Electric
